,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,pdays,previous,poutcome,y,ids
6418,35.0,services,married,secondary,no,843.0,yes,no,unknown,27.0,may,120.0,-1.0,0.0,unknown,no,6418
19772,52.0,blue-collar,married,secondary,no,900.0,no,no,cellular,8.0,aug,117.0,-1.0,0.0,unknown,no,19772
28246,58.0,management,divorced,secondary,no,44.0,yes,no,cellular,29.0,jan,147.0,195.0,1.0,other,no,28246
35279,33.0,entrepreneur,married,tertiary,no,2179.0,yes,yes,cellular,7.0,may,217.0,167.0,2.0,other,no,35279
34265,26.0,management,single,tertiary,no,4683.0,yes,no,cellular,4.0,may,334.0,180.0,1.0,failure,no,34265
28835,57.0,technician,married,primary,no,1276.0,yes,no,cellular,30.0,jan,44.0,200.0,4.0,failure,no,28835
14919,39.0,housemaid,married,primary,no,0.0,yes,no,telephone,16.0,jul,129.0,-1.0,0.0,unknown,no,14919
41000,28.0,technician,single,secondary,no,113.0,no,no,cellular,13.0,aug,204.0,105.0,1.0,failure,yes,41000
15403,51.0,services,married,secondary,no,0.0,no,no,cellular,18.0,jul,439.0,-1.0,0.0,unknown,no,15403
34780,38.0,technician,single,secondary,no,1019.0,yes,no,cellular,6.0,may,249.0,-1.0,0.0,unknown,no,34780
1610,29.0,services,single,secondary,no,473.0,yes,yes,unknown,9.0,may,180.0,-1.0,0.0,unknown,no,1610
11594,39.0,services,single,secondary,no,2453.0,no,no,unknown,19.0,jun,92.0,-1.0,0.0,unknown,no,11594
1534,33.0,technician,married,secondary,no,832.0,yes,yes,unknown,8.0,may,246.0,-1.0,0.0,unknown,no,1534
30431,35.0,admin.,single,secondary,no,1087.0,no,no,cellular,5.0,feb,110.0,-1.0,0.0,unknown,no,30431
577,47.0,technician,married,secondary,no,19.0,yes,no,unknown,6.0,may,105.0,-1.0,0.0,unknown,no,577
24026,57.0,retired,married,tertiary,no,42.0,no,no,cellular,29.0,aug,68.0,-1.0,0.0,unknown,no,24026
37353,30.0,admin.,single,secondary,no,186.0,yes,no,cellular,13.0,may,390.0,-1.0,0.0,unknown,no,37353
4611,36.0,management,single,secondary,no,360.0,yes,no,unknown,20.0,may,271.0,-1.0,0.0,unknown,no,4611
26655,43.0,management,married,tertiary,no,28.0,yes,no,cellular,20.0,nov,73.0,-1.0,0.0,unknown,no,26655
2310,49.0,technician,divorced,secondary,no,265.0,yes,no,unknown,12.0,may,274.0,-1.0,0.0,unknown,no,2310
31737,20.0,student,single,unknown,no,8860.0,no,no,cellular,7.0,apr,98.0,-1.0,0.0,unknown,no,31737
42576,32.0,management,single,tertiary,no,718.0,yes,no,cellular,29.0,dec,155.0,197.0,1.0,success,yes,42576
19918,45.0,management,married,tertiary,no,4877.0,yes,no,cellular,8.0,aug,172.0,-1.0,0.0,unknown,no,19918
14138,52.0,services,married,secondary,no,5.0,yes,yes,cellular,11.0,jul,94.0,-1.0,0.0,unknown,no,14138
3109,50.0,entrepreneur,married,tertiary,no,-52.0,yes,no,unknown,14.0,may,166.0,-1.0,0.0,unknown,no,3109
20327,32.0,management,married,tertiary,no,1086.0,no,no,cellular,11.0,aug,379.0,-1.0,0.0,unknown,no,20327
39962,30.0,management,married,tertiary,no,2694.0,no,no,cellular,3.0,jun,192.0,-1.0,0.0,unknown,no,39962
44452,28.0,management,single,tertiary,no,1530.0,no,no,cellular,5.0,aug,98.0,-1.0,0.0,unknown,no,44452
26697,31.0,services,married,secondary,no,1167.0,yes,yes,cellular,20.0,nov,279.0,-1.0,0.0,unknown,no,26697
16910,27.0,technician,single,secondary,no,41.0,yes,yes,cellular,25.0,jul,803.0,-1.0,0.0,unknown,no,16910
5497,30.0,management,single,tertiary,no,501.0,yes,no,unknown,23.0,may,209.0,-1.0,0.0,unknown,no,5497
39685,25.0,management,single,tertiary,no,808.0,no,no,cellular,27.0,may,268.0,-1.0,0.0,unknown,no,39685
31320,50.0,housemaid,married,secondary,no,388.0,no,no,cellular,11.0,mar,203.0,-1.0,0.0,unknown,yes,31320
34653,45.0,admin.,married,secondary,no,251.0,yes,no,cellular,5.0,may,304.0,259.0,2.0,failure,no,34653
43192,40.0,unemployed,single,tertiary,no,7968.0,no,no,cellular,2.0,mar,263.0,180.0,2.0,success,yes,43192
41848,50.0,management,married,tertiary,no,469.0,no,no,cellular,16.0,oct,170.0,183.0,1.0,success,yes,41848
36599,37.0,blue-collar,married,primary,no,-106.0,yes,yes,cellular,12.0,may,690.0,-1.0,0.0,unknown,yes,36599
19911,45.0,blue-collar,married,secondary,no,827.0,yes,yes,cellular,8.0,aug,201.0,-1.0,0.0,unknown,no,19911
1421,34.0,management,married,tertiary,no,1601.0,yes,no,unknown,8.0,may,650.0,-1.0,0.0,unknown,no,1421
41193,62.0,self-employed,divorced,secondary,no,0.0,yes,no,cellular,20.0,aug,158.0,-1.0,0.0,unknown,yes,41193
44261,34.0,technician,single,secondary,no,1279.0,yes,no,cellular,22.0,jul,174.0,160.0,8.0,other,yes,44261
21267,45.0,services,married,secondary,no,1621.0,no,no,cellular,18.0,aug,122.0,-1.0,0.0,unknown,no,21267
18993,43.0,technician,married,tertiary,no,0.0,no,no,cellular,4.0,aug,1488.0,-1.0,0.0,unknown,yes,18993
12610,46.0,management,single,tertiary,no,655.0,no,yes,unknown,4.0,jul,68.0,-1.0,0.0,unknown,no,12610
23420,48.0,management,married,tertiary,no,0.0,no,no,cellular,27.0,aug,203.0,-1.0,0.0,unknown,no,23420
29430,53.0,blue-collar,married,secondary,no,6112.0,no,no,cellular,3.0,feb,211.0,-1.0,0.0,unknown,yes,29430
43898,39.0,services,married,secondary,no,323.0,no,no,cellular,9.0,jun,874.0,188.0,6.0,failure,yes,43898
28836,29.0,unemployed,married,secondary,no,596.0,no,no,cellular,30.0,jan,510.0,-1.0,0.0,unknown,no,28836
24518,56.0,services,divorced,primary,no,588.0,no,no,cellular,17.0,nov,303.0,-1.0,0.0,unknown,no,24518
36211,48.0,blue-collar,married,primary,no,1080.0,yes,no,cellular,11.0,may,197.0,-1.0,0.0,unknown,no,36211
27852,48.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,jan,142.0,-1.0,0.0,unknown,no,27852
21739,57.0,retired,married,secondary,no,81.0,no,no,cellular,19.0,aug,118.0,-1.0,0.0,unknown,no,21739
3645,39.0,self-employed,married,tertiary,no,-176.0,yes,no,unknown,15.0,may,156.0,-1.0,0.0,unknown,no,3645
11432,50.0,blue-collar,married,primary,no,1179.0,no,no,unknown,19.0,jun,30.0,-1.0,0.0,unknown,no,11432
42318,56.0,management,married,primary,no,870.0,no,no,cellular,16.0,nov,257.0,-1.0,0.0,unknown,yes,42318
37750,55.0,retired,married,primary,no,-966.0,no,yes,cellular,14.0,may,104.0,-1.0,0.0,unknown,no,37750
20586,34.0,self-employed,married,tertiary,no,0.0,no,no,cellular,12.0,aug,117.0,-1.0,0.0,unknown,no,20586
26264,40.0,technician,single,secondary,no,572.0,no,no,cellular,20.0,nov,67.0,91.0,2.0,failure,no,26264
11483,47.0,housemaid,married,primary,no,823.0,no,no,unknown,19.0,jun,191.0,-1.0,0.0,unknown,no,11483
5522,32.0,blue-collar,married,secondary,no,736.0,yes,no,unknown,23.0,may,700.0,-1.0,0.0,unknown,no,5522
25898,46.0,entrepreneur,single,tertiary,no,1410.0,yes,no,cellular,19.0,nov,93.0,189.0,8.0,failure,no,25898
43314,70.0,retired,married,primary,no,3782.0,no,no,cellular,16.0,mar,618.0,-1.0,0.0,unknown,no,43314
19125,46.0,admin.,married,secondary,no,664.0,no,no,cellular,5.0,aug,295.0,-1.0,0.0,unknown,no,19125
29396,31.0,management,single,tertiary,no,3295.0,no,no,cellular,2.0,feb,845.0,-1.0,0.0,unknown,no,29396
7430,29.0,technician,single,secondary,no,404.0,yes,no,unknown,29.0,may,286.0,-1.0,0.0,unknown,no,7430
25098,38.0,admin.,single,tertiary,no,4.0,yes,yes,cellular,18.0,nov,71.0,-1.0,0.0,unknown,no,25098
43661,32.0,technician,married,tertiary,no,2976.0,yes,no,cellular,10.0,may,269.0,94.0,6.0,success,no,43661
13957,54.0,technician,divorced,secondary,no,136.0,no,yes,cellular,10.0,jul,151.0,-1.0,0.0,unknown,no,13957
12583,34.0,blue-collar,married,primary,no,0.0,no,no,unknown,3.0,jul,746.0,-1.0,0.0,unknown,no,12583
27952,36.0,admin.,single,secondary,no,0.0,no,no,cellular,28.0,jan,142.0,-1.0,0.0,unknown,no,27952
4809,31.0,management,married,secondary,no,8629.0,yes,no,unknown,21.0,may,27.0,-1.0,0.0,unknown,no,4809
6946,32.0,admin.,single,secondary,no,73.0,yes,no,unknown,28.0,may,545.0,-1.0,0.0,unknown,no,6946
11448,41.0,blue-collar,divorced,secondary,no,3622.0,no,no,unknown,19.0,jun,1135.0,-1.0,0.0,unknown,yes,11448
44963,37.0,blue-collar,married,secondary,no,1403.0,no,no,unknown,9.0,oct,14.0,-1.0,0.0,unknown,no,44963
33337,39.0,technician,married,tertiary,no,1524.0,no,no,cellular,20.0,apr,567.0,-1.0,0.0,unknown,yes,33337
19849,34.0,management,married,tertiary,no,101.0,no,no,cellular,8.0,aug,472.0,-1.0,0.0,unknown,no,19849
22186,39.0,technician,married,secondary,no,564.0,no,no,cellular,21.0,aug,86.0,-1.0,0.0,unknown,no,22186
5471,35.0,admin.,single,secondary,no,-413.0,yes,no,unknown,23.0,may,178.0,-1.0,0.0,unknown,no,5471
22431,36.0,management,single,tertiary,no,1520.0,no,no,cellular,22.0,aug,101.0,-1.0,0.0,unknown,no,22431
37348,25.0,self-employed,single,tertiary,no,882.0,yes,no,cellular,13.0,may,341.0,-1.0,0.0,unknown,no,37348
11033,36.0,management,single,tertiary,no,171.0,no,no,unknown,17.0,jun,398.0,-1.0,0.0,unknown,no,11033
42102,70.0,technician,married,secondary,no,3020.0,no,no,telephone,2.0,nov,358.0,186.0,1.0,failure,no,42102
23645,37.0,technician,married,tertiary,no,0.0,no,no,cellular,28.0,aug,76.0,-1.0,0.0,unknown,no,23645
23980,46.0,blue-collar,married,unknown,no,0.0,no,no,telephone,29.0,aug,162.0,-1.0,0.0,unknown,no,23980
9116,37.0,technician,single,secondary,no,0.0,no,no,unknown,5.0,jun,80.0,-1.0,0.0,unknown,no,9116
13134,30.0,student,single,unknown,no,-145.0,no,yes,cellular,8.0,jul,154.0,-1.0,0.0,unknown,no,13134
17621,42.0,admin.,single,secondary,no,2534.0,no,no,cellular,29.0,jul,105.0,-1.0,0.0,unknown,no,17621
24987,39.0,management,divorced,tertiary,no,5009.0,yes,no,cellular,18.0,nov,255.0,126.0,2.0,failure,no,24987
6191,56.0,retired,divorced,secondary,no,-663.0,yes,no,unknown,27.0,may,243.0,-1.0,0.0,unknown,no,6191
43165,28.0,student,single,secondary,no,1925.0,no,no,cellular,26.0,feb,139.0,93.0,3.0,success,no,43165
492,36.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,337.0,-1.0,0.0,unknown,no,492
17337,34.0,technician,married,secondary,no,0.0,yes,no,telephone,28.0,jul,1025.0,-1.0,0.0,unknown,no,17337
40984,56.0,management,married,tertiary,no,616.0,no,no,cellular,13.0,aug,293.0,105.0,2.0,success,yes,40984
43891,31.0,management,married,tertiary,no,877.0,no,no,cellular,9.0,jun,192.0,93.0,7.0,other,yes,43891
6878,25.0,entrepreneur,single,primary,no,-65.0,yes,no,unknown,28.0,may,129.0,-1.0,0.0,unknown,no,6878
20618,50.0,management,married,tertiary,no,258.0,no,no,cellular,12.0,aug,246.0,-1.0,0.0,unknown,no,20618
29556,37.0,technician,married,secondary,no,1116.0,yes,no,cellular,3.0,feb,18.0,201.0,7.0,other,no,29556
7588,50.0,technician,married,secondary,no,1093.0,yes,no,unknown,30.0,may,319.0,-1.0,0.0,unknown,no,7588
3604,31.0,unemployed,single,primary,no,0.0,yes,no,unknown,15.0,may,24.0,-1.0,0.0,unknown,no,3604
5992,31.0,blue-collar,married,secondary,no,27.0,yes,yes,unknown,26.0,may,109.0,-1.0,0.0,unknown,no,5992
32152,39.0,blue-collar,single,secondary,no,649.0,yes,no,cellular,15.0,apr,668.0,-1.0,0.0,unknown,yes,32152
24098,38.0,management,married,tertiary,no,385.0,yes,no,telephone,28.0,oct,154.0,-1.0,0.0,unknown,yes,24098
12768,45.0,technician,married,secondary,no,268.0,no,no,cellular,7.0,jul,96.0,-1.0,0.0,unknown,no,12768
7608,58.0,retired,married,secondary,no,1874.0,no,no,unknown,30.0,may,103.0,-1.0,0.0,unknown,no,7608
31759,49.0,management,married,tertiary,no,519.0,yes,no,cellular,8.0,apr,98.0,-1.0,0.0,unknown,no,31759
21838,52.0,technician,married,secondary,no,-33.0,no,no,cellular,20.0,aug,257.0,-1.0,0.0,unknown,no,21838
41784,49.0,admin.,married,secondary,no,197.0,yes,no,cellular,13.0,oct,404.0,68.0,1.0,other,no,41784
27092,58.0,unemployed,married,tertiary,no,183.0,no,no,cellular,21.0,nov,167.0,-1.0,0.0,unknown,no,27092
38925,32.0,services,single,secondary,yes,687.0,yes,no,cellular,18.0,may,154.0,-1.0,0.0,unknown,no,38925
13144,51.0,management,married,tertiary,no,3604.0,no,yes,telephone,8.0,jul,287.0,-1.0,0.0,unknown,no,13144
15491,26.0,blue-collar,single,secondary,no,341.0,no,no,cellular,18.0,jul,225.0,-1.0,0.0,unknown,no,15491
33359,44.0,blue-collar,married,secondary,no,3060.0,yes,no,cellular,20.0,apr,87.0,151.0,3.0,failure,no,33359
18881,49.0,management,divorced,tertiary,no,5223.0,no,no,cellular,4.0,aug,86.0,-1.0,0.0,unknown,no,18881
27512,30.0,technician,single,secondary,no,2734.0,no,no,cellular,21.0,nov,459.0,-1.0,0.0,unknown,yes,27512
15269,55.0,housemaid,married,primary,no,0.0,yes,no,cellular,17.0,jul,1303.0,-1.0,0.0,unknown,yes,15269
32591,39.0,blue-collar,single,primary,no,561.0,yes,no,cellular,17.0,apr,88.0,-1.0,0.0,unknown,no,32591
38741,56.0,services,married,secondary,no,6503.0,yes,yes,cellular,18.0,may,27.0,-1.0,0.0,unknown,no,38741
17561,58.0,management,married,secondary,no,407.0,yes,no,cellular,29.0,jul,145.0,-1.0,0.0,unknown,no,17561
33607,54.0,blue-collar,married,primary,no,489.0,yes,yes,cellular,20.0,apr,280.0,287.0,3.0,other,no,33607
8004,49.0,self-employed,married,secondary,no,294.0,yes,no,unknown,2.0,jun,230.0,-1.0,0.0,unknown,no,8004
27110,39.0,blue-collar,married,primary,no,694.0,yes,no,cellular,21.0,nov,44.0,-1.0,0.0,unknown,no,27110
23324,47.0,blue-collar,married,primary,no,209.0,no,no,cellular,27.0,aug,77.0,-1.0,0.0,unknown,no,23324
39105,30.0,blue-collar,single,unknown,no,694.0,yes,yes,cellular,18.0,may,599.0,306.0,4.0,success,no,39105
28968,36.0,services,married,secondary,no,812.0,yes,yes,cellular,2.0,feb,138.0,-1.0,0.0,unknown,no,28968
38659,40.0,blue-collar,married,secondary,no,187.0,yes,no,cellular,15.0,may,53.0,-1.0,0.0,unknown,no,38659
1083,31.0,blue-collar,married,primary,no,251.0,yes,no,unknown,7.0,may,212.0,-1.0,0.0,unknown,no,1083
19826,36.0,management,married,tertiary,no,369.0,no,no,cellular,8.0,aug,75.0,-1.0,0.0,unknown,no,19826
37208,34.0,management,married,tertiary,no,0.0,yes,no,cellular,13.0,may,324.0,-1.0,0.0,unknown,no,37208
33893,59.0,retired,married,unknown,no,1116.0,no,no,cellular,30.0,apr,353.0,-1.0,0.0,unknown,no,33893
29892,32.0,technician,married,secondary,no,6172.0,yes,no,cellular,4.0,feb,93.0,-1.0,0.0,unknown,no,29892
32011,33.0,blue-collar,married,secondary,no,91.0,yes,no,cellular,14.0,apr,283.0,-1.0,0.0,unknown,no,32011
14867,28.0,technician,married,secondary,no,272.0,no,yes,cellular,16.0,jul,183.0,-1.0,0.0,unknown,no,14867
13421,57.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,9.0,jul,45.0,-1.0,0.0,unknown,no,13421
28895,35.0,admin.,single,secondary,no,1721.0,no,no,telephone,30.0,jan,103.0,-1.0,0.0,unknown,no,28895
43066,35.0,management,single,tertiary,no,681.0,no,no,cellular,18.0,feb,737.0,561.0,2.0,success,yes,43066
23099,33.0,technician,married,secondary,no,362.0,no,yes,cellular,26.0,aug,160.0,-1.0,0.0,unknown,no,23099
9289,47.0,blue-collar,married,unknown,no,3460.0,yes,no,unknown,5.0,jun,394.0,-1.0,0.0,unknown,no,9289
16264,57.0,technician,married,primary,no,19.0,yes,no,cellular,23.0,jul,158.0,-1.0,0.0,unknown,no,16264
26914,40.0,services,married,secondary,no,87.0,yes,yes,cellular,21.0,nov,116.0,113.0,4.0,failure,no,26914
36343,48.0,blue-collar,married,secondary,no,7985.0,yes,no,cellular,11.0,may,232.0,347.0,1.0,failure,no,36343
5634,46.0,admin.,married,secondary,no,-143.0,yes,no,unknown,23.0,may,1034.0,-1.0,0.0,unknown,no,5634
10748,51.0,admin.,married,secondary,no,2967.0,no,no,unknown,17.0,jun,83.0,-1.0,0.0,unknown,no,10748
37723,42.0,blue-collar,married,primary,no,142.0,yes,no,cellular,14.0,may,11.0,-1.0,0.0,unknown,no,37723
34260,31.0,management,single,tertiary,no,6495.0,no,no,cellular,4.0,may,383.0,35.0,3.0,failure,no,34260
36840,54.0,blue-collar,married,secondary,no,143.0,yes,no,cellular,12.0,may,278.0,309.0,5.0,failure,no,36840
30214,36.0,technician,divorced,secondary,no,3270.0,no,no,telephone,5.0,feb,44.0,-1.0,0.0,unknown,no,30214
2354,48.0,entrepreneur,married,secondary,no,86.0,yes,no,unknown,13.0,may,98.0,-1.0,0.0,unknown,no,2354
32586,36.0,technician,single,tertiary,no,670.0,yes,no,cellular,17.0,apr,122.0,343.0,1.0,failure,no,32586
74,43.0,technician,married,secondary,no,1937.0,yes,no,unknown,5.0,may,181.0,-1.0,0.0,unknown,no,74
38164,34.0,blue-collar,married,secondary,no,-257.0,yes,no,cellular,15.0,may,160.0,368.0,4.0,failure,no,38164
31903,35.0,admin.,married,secondary,no,898.0,yes,no,cellular,9.0,apr,214.0,-1.0,0.0,unknown,yes,31903
26924,30.0,admin.,single,secondary,no,4925.0,yes,no,cellular,21.0,nov,86.0,-1.0,0.0,unknown,no,26924
22132,53.0,blue-collar,married,primary,no,2295.0,no,no,cellular,21.0,aug,65.0,-1.0,0.0,unknown,no,22132
24513,38.0,management,single,tertiary,no,0.0,yes,no,cellular,17.0,nov,213.0,-1.0,0.0,unknown,no,24513
15114,30.0,services,divorced,secondary,no,21.0,no,no,cellular,17.0,jul,49.0,-1.0,0.0,unknown,no,15114
17247,28.0,management,single,tertiary,no,111.0,yes,yes,cellular,28.0,jul,230.0,-1.0,0.0,unknown,no,17247
21415,61.0,management,married,secondary,no,985.0,no,no,cellular,18.0,aug,998.0,-1.0,0.0,unknown,yes,21415
9175,46.0,technician,married,secondary,no,792.0,no,no,unknown,5.0,jun,170.0,-1.0,0.0,unknown,no,9175
23638,45.0,blue-collar,married,secondary,no,-183.0,yes,yes,cellular,28.0,aug,8.0,-1.0,0.0,unknown,no,23638
7237,39.0,self-employed,married,primary,no,185.0,yes,no,unknown,29.0,may,513.0,-1.0,0.0,unknown,no,7237
11632,38.0,blue-collar,divorced,secondary,no,1686.0,yes,no,unknown,19.0,jun,9.0,-1.0,0.0,unknown,no,11632
32350,54.0,blue-collar,married,primary,no,3170.0,yes,no,telephone,16.0,apr,140.0,324.0,4.0,failure,no,32350
34472,55.0,management,divorced,tertiary,no,2625.0,yes,no,cellular,5.0,may,286.0,252.0,3.0,failure,no,34472
7545,26.0,services,single,secondary,yes,-599.0,yes,yes,unknown,30.0,may,62.0,-1.0,0.0,unknown,no,7545
17434,40.0,management,married,tertiary,no,30.0,yes,no,cellular,28.0,jul,609.0,-1.0,0.0,unknown,no,17434
15549,27.0,blue-collar,married,primary,no,-443.0,no,yes,cellular,21.0,jul,93.0,-1.0,0.0,unknown,no,15549
42446,22.0,student,single,secondary,no,120.0,no,no,cellular,7.0,dec,245.0,-1.0,0.0,unknown,no,42446
7284,40.0,technician,married,secondary,no,2715.0,yes,no,unknown,29.0,may,125.0,-1.0,0.0,unknown,no,7284
3221,56.0,retired,married,secondary,no,1894.0,yes,no,unknown,15.0,may,189.0,-1.0,0.0,unknown,no,3221
39181,30.0,management,single,tertiary,no,2017.0,yes,no,cellular,18.0,may,213.0,-1.0,0.0,unknown,no,39181
3881,27.0,technician,single,tertiary,no,3706.0,yes,no,unknown,16.0,may,897.0,-1.0,0.0,unknown,yes,3881
5696,37.0,services,married,primary,no,0.0,yes,no,unknown,26.0,may,581.0,-1.0,0.0,unknown,no,5696
27490,41.0,blue-collar,married,secondary,no,1394.0,yes,no,cellular,21.0,nov,519.0,-1.0,0.0,unknown,no,27490
33054,34.0,services,married,secondary,no,241.0,yes,no,cellular,17.0,apr,1364.0,147.0,1.0,other,no,33054
22970,41.0,technician,single,tertiary,no,1413.0,no,no,telephone,26.0,aug,81.0,-1.0,0.0,unknown,no,22970
13361,32.0,blue-collar,single,secondary,no,123.0,yes,no,cellular,8.0,jul,329.0,-1.0,0.0,unknown,no,13361
8712,36.0,services,married,secondary,no,895.0,yes,yes,unknown,4.0,jun,622.0,-1.0,0.0,unknown,no,8712
25627,46.0,self-employed,married,tertiary,no,2421.0,no,no,cellular,19.0,nov,1084.0,100.0,4.0,failure,yes,25627
4989,37.0,management,married,tertiary,no,547.0,yes,yes,unknown,21.0,may,143.0,-1.0,0.0,unknown,no,4989
39844,43.0,blue-collar,married,secondary,no,1025.0,yes,no,cellular,2.0,jun,106.0,-1.0,0.0,unknown,no,39844
36195,55.0,blue-collar,married,secondary,no,2059.0,yes,no,cellular,11.0,may,149.0,259.0,4.0,failure,no,36195
44088,33.0,blue-collar,single,secondary,no,688.0,no,no,unknown,6.0,jul,226.0,-1.0,0.0,unknown,no,44088
36666,54.0,management,married,tertiary,no,384.0,yes,no,cellular,12.0,may,30.0,-1.0,0.0,unknown,no,36666
17197,36.0,technician,married,secondary,no,-90.0,yes,no,cellular,28.0,jul,110.0,-1.0,0.0,unknown,no,17197
21457,40.0,technician,married,secondary,no,169.0,yes,no,cellular,18.0,aug,43.0,-1.0,0.0,unknown,no,21457
27051,33.0,admin.,married,secondary,no,0.0,yes,no,cellular,21.0,nov,57.0,-1.0,0.0,unknown,no,27051
30298,37.0,technician,single,secondary,no,123.0,no,yes,cellular,5.0,feb,136.0,-1.0,0.0,unknown,no,30298
44571,29.0,technician,single,secondary,no,113.0,no,no,cellular,16.0,aug,159.0,185.0,6.0,success,no,44571
1319,37.0,blue-collar,married,secondary,no,105.0,yes,no,unknown,8.0,may,69.0,-1.0,0.0,unknown,no,1319
7803,41.0,services,married,primary,no,373.0,yes,no,unknown,30.0,may,240.0,-1.0,0.0,unknown,no,7803
9284,44.0,technician,married,secondary,no,363.0,no,yes,unknown,5.0,jun,650.0,-1.0,0.0,unknown,no,9284
13972,42.0,blue-collar,married,primary,no,-404.0,yes,yes,cellular,10.0,jul,562.0,-1.0,0.0,unknown,no,13972
35034,38.0,technician,married,tertiary,no,1.0,yes,no,cellular,6.0,may,250.0,-1.0,0.0,unknown,no,35034
13189,30.0,services,married,secondary,no,2261.0,yes,yes,cellular,8.0,jul,250.0,-1.0,0.0,unknown,no,13189
9426,37.0,management,married,tertiary,no,657.0,no,no,unknown,6.0,jun,227.0,-1.0,0.0,unknown,no,9426
16854,35.0,technician,single,secondary,yes,0.0,no,no,cellular,25.0,jul,72.0,-1.0,0.0,unknown,no,16854
27308,32.0,management,single,tertiary,no,1716.0,no,no,cellular,21.0,nov,157.0,-1.0,0.0,unknown,no,27308
23375,56.0,management,divorced,tertiary,no,321.0,no,no,cellular,27.0,aug,49.0,-1.0,0.0,unknown,no,23375
15600,42.0,blue-collar,married,secondary,no,0.0,no,no,cellular,21.0,jul,91.0,-1.0,0.0,unknown,no,15600
43603,49.0,admin.,married,secondary,no,0.0,no,no,cellular,30.0,apr,551.0,-1.0,0.0,unknown,yes,43603
14318,46.0,management,married,tertiary,no,0.0,yes,no,cellular,14.0,jul,247.0,-1.0,0.0,unknown,no,14318
7024,37.0,admin.,married,secondary,no,-107.0,yes,no,unknown,28.0,may,158.0,-1.0,0.0,unknown,no,7024
27776,53.0,unemployed,single,secondary,no,6248.0,no,no,cellular,28.0,jan,885.0,-1.0,0.0,unknown,no,27776
35713,31.0,technician,single,secondary,no,-423.0,yes,no,cellular,8.0,may,103.0,-1.0,0.0,unknown,no,35713
43415,29.0,management,single,unknown,no,560.0,no,no,cellular,5.0,apr,459.0,307.0,1.0,failure,yes,43415
24178,32.0,blue-collar,married,secondary,no,2089.0,yes,no,cellular,14.0,nov,132.0,-1.0,0.0,unknown,yes,24178
2142,25.0,admin.,single,tertiary,no,40.0,no,no,unknown,12.0,may,64.0,-1.0,0.0,unknown,no,2142
10505,51.0,management,married,secondary,no,2216.0,yes,yes,unknown,16.0,jun,95.0,-1.0,0.0,unknown,no,10505
18246,40.0,services,divorced,secondary,no,694.0,yes,no,cellular,31.0,jul,75.0,-1.0,0.0,unknown,no,18246
7845,30.0,blue-collar,married,secondary,no,119.0,yes,no,unknown,30.0,may,281.0,-1.0,0.0,unknown,no,7845
35876,38.0,self-employed,married,primary,no,215.0,yes,no,cellular,8.0,may,124.0,353.0,1.0,other,no,35876
20846,40.0,management,divorced,tertiary,no,862.0,yes,no,cellular,13.0,aug,98.0,-1.0,0.0,unknown,no,20846
34297,31.0,management,single,tertiary,no,2480.0,no,no,cellular,4.0,may,107.0,-1.0,0.0,unknown,no,34297
32134,32.0,technician,married,secondary,no,-292.0,yes,yes,cellular,15.0,apr,301.0,316.0,1.0,failure,no,32134
38232,35.0,unemployed,married,tertiary,no,1849.0,yes,no,cellular,15.0,may,111.0,-1.0,0.0,unknown,no,38232
12841,31.0,unknown,single,tertiary,no,0.0,no,no,cellular,7.0,jul,57.0,-1.0,0.0,unknown,no,12841
34234,60.0,technician,married,secondary,no,316.0,no,no,cellular,4.0,may,545.0,263.0,4.0,failure,yes,34234
36937,31.0,blue-collar,married,primary,no,295.0,yes,no,cellular,12.0,may,235.0,-1.0,0.0,unknown,no,36937
42775,49.0,technician,divorced,unknown,no,387.0,no,no,cellular,28.0,jan,325.0,-1.0,0.0,unknown,yes,42775
38607,39.0,services,married,secondary,no,435.0,yes,no,cellular,15.0,may,411.0,175.0,3.0,other,no,38607
29282,31.0,management,single,tertiary,no,1017.0,no,no,cellular,2.0,feb,83.0,-1.0,0.0,unknown,no,29282
17419,43.0,housemaid,married,primary,no,59.0,no,yes,cellular,28.0,jul,155.0,-1.0,0.0,unknown,no,17419
18986,58.0,management,married,tertiary,no,9683.0,no,no,cellular,4.0,aug,857.0,-1.0,0.0,unknown,no,18986
26048,54.0,management,married,tertiary,no,0.0,no,yes,cellular,19.0,nov,307.0,-1.0,0.0,unknown,no,26048
31369,33.0,housemaid,single,tertiary,no,1107.0,yes,no,cellular,18.0,mar,201.0,-1.0,0.0,unknown,yes,31369
21681,39.0,management,married,tertiary,no,1373.0,no,no,cellular,19.0,aug,386.0,-1.0,0.0,unknown,no,21681
41518,31.0,management,single,tertiary,no,12569.0,no,no,cellular,9.0,sep,344.0,295.0,1.0,failure,yes,41518
32439,35.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,16.0,apr,169.0,-1.0,0.0,unknown,no,32439
17425,30.0,technician,single,tertiary,no,4321.0,yes,no,cellular,28.0,jul,257.0,-1.0,0.0,unknown,no,17425
44236,57.0,retired,married,secondary,no,3738.0,yes,no,cellular,20.0,jul,178.0,92.0,8.0,failure,yes,44236
